sub_topic_name,topic_name,subject_name
"In men, LH controls secretion of ?",Male Reproductive System,Physiology
Development of spermatozoa from spermatogonium takes how much time?,Male Reproductive System,Physiology
Sperm motility is increased by,Male Reproductive System,Physiology
Sperm acquires motility in,Male Reproductive System,Physiology
Composition of human semen,Male Reproductive System,Physiology
Biosynthesis Pathway for Androgen Synthesis,Male Reproductive System,Physiology
Functions of Sertoli cells,Male Reproductive System,Physiology
Spermiogenesis,Male Reproductive System,Physiology
Resting membrane potential (RMP) in tissues,Membrane Potentials,Physiology
Most diffusible ion in excitable tissue is,Membrane Potentials,Physiology
The most positive equilibrium potential is for,Membrane Potentials,Physiology
Nernst potential for different ions for spinal motor neurons,Membrane Potentials,Physiology
Effect of extracellular Na+ on RMP.?,Membrane Potentials,Physiology
What is the threshold potential of SA node?,Membrane Potentials,Physiology
Equilibrium potential for an ion is calculated using,Membrane Potentials,Physiology
Voltage-Gated Sodium Channels,Membrane Potentials,Physiology
Effect of extracellular K+ on RMP,Membrane Potentials,Physiology
Goldman-Hodgkin-Katz equation,Membrane Potentials,Physiology
Diffusion potential,Membrane Potentials,Physiology
Gibbs-Donan equilibrium,Membrane Potentials,Physiology
Techniques used to study the current flow across single ion channel,Membrane Potentials,Physiology
Prosopagnosia is,Higher Mental Functions,Physiology
Stages of Arousal and Sleep,Higher Mental Functions,Physiology
Sleep Centres,Higher Mental Functions,Physiology
Brodmann areas,Higher Mental Functions,Physiology
Type of potentiation in hippocampus is,Higher Mental Functions,Physiology
CNS deficits and site of lesions,Higher Mental Functions,Physiology
Test for immediate memory,Higher Mental Functions,Physiology
NREM vs REM Sleep,Higher Mental Functions,Physiology
Reticular Activating System,Higher Mental Functions,Physiology
Frontal lobe syndrome,Higher Mental Functions,Physiology
Neurochemical changes in Sleep-Wake Cycle,Higher Mental Functions,Physiology
Synaptic plasticity and learning,Higher Mental Functions,Physiology
Melatonin,Higher Mental Functions,Physiology
Aphasias,Higher Mental Functions,Physiology
EEG Waves,Higher Mental Functions,Physiology
Biphasic Action Potential,Nerve Physiology,Physiology
Relative susceptibility of nerve fibres to conduction block,Nerve Physiology,Physiology
Classification of sensory nerve fibers,Nerve Physiology,Physiology
Puffer fish poisoning,Nerve Physiology,Physiology
Accomodation in nerve physiology,Nerve Physiology,Physiology
Axonal transport,Nerve Physiology,Physiology
Wallerian degeneration,Nerve Physiology,Physiology
Glial cells,Nerve Physiology,Physiology
Absolute and relative refractory period,Nerve Physiology,Physiology
Classification of neurons,Nerve Physiology,Physiology
Dicrotic notch is caused by,Cardiac Output,Physiology
Cardiac cycle,Cardiac Output,Physiology
Cardiac index,Cardiac Output,Physiology
Waves of JVP,Cardiac Output,Physiology
Heart sounds,Cardiac Output,Physiology
Stroke volume,Cardiac Output,Physiology
Starling’s law,Cardiac Output,Physiology
Ejection fraction,Cardiac Output,Physiology
Measurement of cardiac output,Cardiac Output,Physiology
Duration of cardiac Cycle,Cardiac Output,Physiology
Events of the Cardiac Cycle,Cardiac Output,Physiology
Factors affecting cardiac output,Cardiac Output,Physiology
Mitral cells are seen in,Special Senses,Physiology
Which form of vitamin A combines with opsin to make rhodopsin?,Special Senses,Physiology
Rod receptor potential vs surface receptors,Special Senses,Physiology
Lesions in the optic pathway,Special Senses,Physiology
Umami taste is evoked by,Special Senses,Physiology
Initiation of visual impulse is associated with,Special Senses,Physiology
Order of neurons in the visual pathway,Special Senses,Physiology
Parvocellular pathway,Special Senses,Physiology
Features of Photoreceptors,Special Senses,Physiology
Central Auditory Pathway,Special Senses,Physiology
Differences between Rods and Cones,Special Senses,Physiology
Layers of Retina,Special Senses,Physiology
Amacrine cells,Special Senses,Physiology
Plasma proteins and osmolarity,Body Fluids,Physiology
Insensible loss per day,Body Fluids,Physiology
What percentage of the bodyweight is water,Body Fluids,Physiology
Extracellular fluid vs Intracellular fluid,Body Fluids,Physiology
Normal osmolarity of plasma,Body Fluids,Physiology
Body Fluid Compartments,Body Fluids,Physiology
Haldane Effect,Gaseous Transport,Physiology
Bohr effect,Gaseous Transport,Physiology
Partial Pressure of various Gases in various parts of the Respiratory System,Gaseous Transport,Physiology
Oxygen-Hb dissociation curve,Gaseous Transport,Physiology
"Factors affecting 2,3 -DPG",Gaseous Transport,Physiology
Chloride shift,Gaseous Transport,Physiology
Boyle’s law,Gaseous Transport,Physiology
Diffusion across the alveolocapillary membrane,Gaseous Transport,Physiology
Where is oxygen therapy most beneficial.?,Respiratory Physiology,Physiology
Hering-Breuer reflexes,Respiratory Physiology,Physiology
Respiratory Centres – Overview,Respiratory Physiology,Physiology
Pneumotaxic center – function,Respiratory Physiology,Physiology
Calculate the alveolar ventilation,Respiratory Physiology,Physiology
PFT in restrictive disease,Respiratory Physiology,Physiology
Surfactant secreted by.?,Respiratory Physiology,Physiology
Flow-volume graph – Overview,Respiratory Physiology,Physiology
Altitude sickness – Rx,Respiratory Physiology,Physiology
Brainstem Transection – Levels & Consequences,Respiratory Physiology,Physiology
Decompression sickness is seen in,Respiratory Physiology,Physiology
Respiratory distress syndrome is due to,Respiratory Physiology,Physiology
Calculation of Compliance,Respiratory Physiology,Physiology
Types of compliance,Respiratory Physiology,Physiology
Lung Compliance – Overview,Respiratory Physiology,Physiology
J receptor – function,Respiratory Physiology,Physiology
Spirometry can measure all except,Respiratory Physiology,Physiology
Intrapleural pressure – dynamics,Respiratory Physiology,Physiology
Pre-Botzinger complex,Respiratory Physiology,Physiology
Va/Q = infinity means,Respiratory Physiology,Physiology
VQ ratio – Overview,Respiratory Physiology,Physiology
Nitrogen narcosis is due to,Respiratory Physiology,Physiology
Surfactant – Overview,Respiratory Physiology,Physiology
Waterfall effect,Respiratory Physiology,Physiology
Closing volume of the lung,Respiratory Physiology,Physiology
Single breath nitrogen method is used for measuring,Respiratory Physiology,Physiology
Chemoreceptors in Respiration,Respiratory Physiology,Physiology
Lung volumes and capacities,Respiratory Physiology,Physiology
Physiological shunt,Respiratory Physiology,Physiology
"Dead space – Definitions, types",Respiratory Physiology,Physiology
Transpulmonary pressure,Respiratory Physiology,Physiology
Respiratory adaptations in Exercise,Respiratory Physiology,Physiology
Cyanosis,Respiratory Physiology,Physiology
Different types of Hypoxia,Respiratory Physiology,Physiology
Work of breathing – Overview,Respiratory Physiology,Physiology
Bronchial innervation,Respiratory Physiology,Physiology
Diffusion capacity of Lung for CO,Respiratory Physiology,Physiology
Tracheobronchial Tree – Overview,Respiratory Physiology,Physiology
Airway resistance,Respiratory Physiology,Physiology
Cheyne-Stokes breathing,Respiratory Physiology,Physiology
Changes in Emphysema,Respiratory Physiology,Physiology
Oxygen dissociation curve – Overview,Respiratory Physiology,Physiology
Ventilation-Perfusion Imbalance,Respiratory Physiology,Physiology
Alveolar gas equation,Respiratory Physiology,Physiology
Muscles of Respiration,Respiratory Physiology,Physiology
Central and Peripheral Chemoreceptors – Overview,Respiratory Physiology,Physiology
Lung & ACE,Respiratory Physiology,Physiology
Acclimatization – Overview,Respiratory Physiology,Physiology
Hysteresis -Overview,Respiratory Physiology,Physiology
Dysthymia – Clinical Features,Mood Disorders,Psychiatry
Pseudodementia,Mood Disorders,Psychiatry
Grief vs Depression,Mood Disorders,Psychiatry
Psychotic disorders – Overview,Mood Disorders,Psychiatry
Mania Vs Hypomania,Mood Disorders,Psychiatry
Rx of Postpartum blues,Mood Disorders,Psychiatry
Postpartum mood disorders,Mood Disorders,Psychiatry
Phototherapy in Mood disorder,Mood Disorders,Psychiatry
Diagnostic criteria for depression,Mood Disorders,Psychiatry
Features of melancholia,Mood Disorders,Psychiatry
Anti-suicidal mood stabilizer,Mood Disorders,Psychiatry
ECT,Mood Disorders,Psychiatry
Double depression,Mood Disorders,Psychiatry
Bipolar disorders,Mood Disorders,Psychiatry
Rx of depression – Overview,Mood Disorders,Psychiatry
Neurotransmitters in psychiatry,Mood Disorders,Psychiatry
Rx of acute manic episode,Mood Disorders,Psychiatry
Diagnostic criteria for major depressive disorder,Mood Disorders,Psychiatry
Postpartum psychosis,Mood Disorders,Psychiatry
Narcolepsy – Overview,Sleep Disorders,Psychiatry
Normal EEG in Sleep,Sleep Disorders,Psychiatry
Stages of Arousal and Sleep,Sleep Disorders,Psychiatry
Restless legs syndrome – Overview,Sleep Disorders,Psychiatry
Hypnogram – Overview,Sleep Disorders,Psychiatry
Events occurring in NREM and REM sleep,Sleep Disorders,Psychiatry
Phases of sleep – Overview,Sleep Disorders,Psychiatry
Somnambulism – Overview,Sleep Disorders,Psychiatry
Polysomnography,Sleep Disorders,Psychiatry
DSM-5 criteria for Insomnia Disorder,Sleep Disorders,Psychiatry
Sleep apnea – Overview,Sleep Disorders,Psychiatry
Night terrors – Overview,Sleep Disorders,Psychiatry
Cocaine addiction – Symptoms & Signs,Substance Abuse,Psychiatry
Flashback phenomenon,Substance Abuse,Psychiatry
MC substance abused in India,Substance Abuse,Psychiatry
Anti-smoking agent,Substance Abuse,Psychiatry
Rave drug,Substance Abuse,Psychiatry
Opioid Withdrawal symptoms,Substance Abuse,Psychiatry
Criteria for substance use disorder,Substance Abuse,Psychiatry
LSD – Overview,Substance Abuse,Psychiatry
Cannabis dependence – Symptoms & signs,Substance Abuse,Psychiatry
Korsakoff’s psychosis,Substance Abuse,Psychiatry
Date rape drugs,Substance Abuse,Psychiatry
Wernicke’s encephalopathy,Substance Abuse,Psychiatry
Alcohol Withdrawal,Substance Abuse,Psychiatry
SI units for radiation,Radiotherapy,Radiology
Radioiodine uptake of thyroid gland,Radiotherapy,Radiology
Personnel monitoring of radiation,Radiotherapy,Radiology
4R’s of Radiotherapy,Radiotherapy,Radiology
Radiosensitive and Radioresistant Tumors,Radiotherapy,Radiology
Ionising and Penetrating ability of radiation,Radiotherapy,Radiology
Radioprotectors,Radiotherapy,Radiology
Half life of radio-isotopes,Radiotherapy,Radiology
SCIWORA is seen in,Musculoskeletal System,Radiology
Cause of bone within bone appearance on radiograph,Musculoskeletal System,Radiology
Empty thecal sac sign on MRI is seen in,Musculoskeletal System,Radiology
Onion peel appearance,Musculoskeletal System,Radiology
Achondroplasia X ray,Musculoskeletal System,Radiology
Causes of Doughnut sign during radiotracer uptake,Musculoskeletal System,Radiology
Dense zone of calcification at growing metaphysis seen in scurvy is,Musculoskeletal System,Radiology
Findings seen in Achondroplasia,Musculoskeletal System,Radiology
Volar Barton’s fracture xray,Musculoskeletal System,Radiology
Radiological features of hyperparathyroidism,Musculoskeletal System,Radiology
Supracondylar fracture of humerus.,Musculoskeletal System,Radiology
Synthesis of collagen and its disorders,Musculoskeletal System,Radiology
Disorders of Mucopolysaccharide Metabolism,Musculoskeletal System,Radiology
Radiological features of osteogenesis imperfecta,Musculoskeletal System,Radiology
Nuclear scan used for the detection of Meckel’s diverticulum,Nuclear Medicine,Radiology
Uses of DMSA scan,Nuclear Medicine,Radiology
Areas of Normal physiological uptake in PET CT,Nuclear Medicine,Radiology
Compounds are used in PET scan,Nuclear Medicine,Radiology
Tc HMPAO SPECT is used for,Nuclear Medicine,Radiology
PET stands for,Nuclear Medicine,Radiology
Isotopes used for thyroid imaging,Nuclear Medicine,Radiology
Renal function is best assessed by,Nuclear Medicine,Radiology
Technetium-99m OVERVIEW,Nuclear Medicine,Radiology
99mTc labelled heat-denatured RBC’s are used for,Nuclear Medicine,Radiology
Radionuclide agents and its uses,Nuclear Medicine,Radiology
T sign is seen in,Obstetrics and Gynaecology Imaging,Radiology
Important radiological signs in OBG,Obstetrics and Gynaecology Imaging,Radiology
Gestational sac can be detected on USG as earliest at,Obstetrics and Gynaecology Imaging,Radiology
Organs which is most radiosensitive in the pelvic region,Obstetrics and Gynaecology Imaging,Radiology
Hysterosalpingography Image,Obstetrics and Gynaecology Imaging,Radiology
The investigation of choice in congenital uterine anomaly is,Obstetrics and Gynaecology Imaging,Radiology
Anencephaly can be diagnosed by USG as early as,Obstetrics and Gynaecology Imaging,Radiology
Molar pregnancy is best diagnosed by,Obstetrics and Gynaecology Imaging,Radiology
Unicornuate uterus on HSG,Obstetrics and Gynaecology Imaging,Radiology
Transvaginal USG,Obstetrics and Gynaecology Imaging,Radiology
Double bubble sign,Gastrointestinal Imaging,Radiology
Corkscrew appearance of the esophagus,Gastrointestinal Imaging,Radiology
Lead pipe appearance,Gastrointestinal Imaging,Radiology
FAST / e-FAST,Gastrointestinal Imaging,Radiology
Linear filling defect on ERCP,Gastrointestinal Imaging,Radiology
Double track sign,Gastrointestinal Imaging,Radiology
Hepatic adenoma,Gastrointestinal Imaging,Radiology
Nutcracker syndrome,Gastrointestinal Imaging,Radiology
Types of Barium studies,Gastrointestinal Imaging,Radiology
Ileocaecal TB – Appearance,Gastrointestinal Imaging,Radiology
Pneumoperitoneum,Gastrointestinal Imaging,Radiology
Mercedes Benz sign,Gastrointestinal Imaging,Radiology
Carman meniscus sign,Gastrointestinal Imaging,Radiology
Colon cut off sign,Gastrointestinal Imaging,Radiology
Congenital hypertrophic pyloric stenosis,Gastrointestinal Imaging,Radiology
Dye used for the diagnosis of esophageal perforation,Gastrointestinal Imaging,Radiology
Ideal modality for T staging,Gastrointestinal Imaging,Radiology
Barium Swallow – CA Esophagus,Gastrointestinal Imaging,Radiology
Feline oesophagus,Gastrointestinal Imaging,Radiology
Pseudomembranous colitis – CT appearance,Gastrointestinal Imaging,Radiology
Zenker’s diverticulum,Gastrointestinal Imaging,Radiology
Sigmoid Volvulus – Appearance,Gastrointestinal Imaging,Radiology
Radiology in Acute Pacreatitis,Gastrointestinal Imaging,Radiology
Esophageal webs,Gastrointestinal Imaging,Radiology
Central dot sign,Gastrointestinal Imaging,Radiology
Crohn’s & UC – Radiological findings,Gastrointestinal Imaging,Radiology
Intussusception – Appearance,Gastrointestinal Imaging,Radiology
Serous cystadenoma of pancreas – Appearance,Gastrointestinal Imaging,Radiology
Double duct sign,Gastrointestinal Imaging,Radiology
Iodinated contrast – Overview,Fundamentals of Radiology,Radiology
Contrast materials – Overview,Fundamentals of Radiology,Radiology
Investigation of choice for acute head injury,Fundamentals of Radiology,Radiology
Echogenicity of common structures,Fundamentals of Radiology,Radiology
Contraindications for MRI,Fundamentals of Radiology,Radiology
Production of X-rays,Fundamentals of Radiology,Radiology
Investigation of choice for lactating female with a painful lump,Fundamentals of Radiology,Radiology
Ionizing radiations,Fundamentals of Radiology,Radiology
Bragg peak,Fundamentals of Radiology,Radiology
Risk factor for contrast induced nephropathy,Fundamentals of Radiology,Radiology
Magnetic field measured in,Fundamentals of Radiology,Radiology
Doppler scan – Basics,Fundamentals of Radiology,Radiology
X-ray artefact,Fundamentals of Radiology,Radiology
Faraday cage,Fundamentals of Radiology,Radiology
Cardiac CT – done in which phase of Cardiac cycle,Fundamentals of Radiology,Radiology
Hounsfield unit depends on,Fundamentals of Radiology,Radiology
Spiral CT is based on technology called as,Fundamentals of Radiology,Radiology
HU values of important tissues,Fundamentals of Radiology,Radiology
Penetrating power of the X-rays can be increased by,Fundamentals of Radiology,Radiology
USG – principle,Fundamentals of Radiology,Radiology
Best investigation for pulmonary embolism,Fundamentals of Radiology,Radiology
Linguine sign on breast MRI,Fundamentals of Radiology,Radiology
X-ray film – Basics,Fundamentals of Radiology,Radiology
Photo-electric effect,Fundamentals of Radiology,Radiology
X-ray shielding materials,Fundamentals of Radiology,Radiology
BIRADS – overview,Fundamentals of Radiology,Radiology
T1 vs T2 MRI,Fundamentals of Radiology,Radiology
Diffusion weighted MRI,Fundamentals of Radiology,Radiology
MR Spectroscopy – Basics,Fundamentals of Radiology,Radiology
USG Modes,Fundamentals of Radiology,Radiology
Popcorn calcification is characteristically seen in,Respiratory System Imaging,Radiology
Causes of opaque hemithorax,Respiratory System Imaging,Radiology
Barcode sign in USG is seen in,Respiratory System Imaging,Radiology
Uses of lordotic view,Respiratory System Imaging,Radiology
X ray in Pneumothorax,Respiratory System Imaging,Radiology
Batwing appearance is seen in,Respiratory System Imaging,Radiology
Radiological features of Sarcoidosis,Respiratory System Imaging,Radiology
Causes of hypertranslucent hemi thorax,Respiratory System Imaging,Radiology
Panda sign in Gallium scan is seen in,Respiratory System Imaging,Radiology
Best view in chest X-ray,Respiratory System Imaging,Radiology
Investigation of choice for interstitial lung disease,Respiratory System Imaging,Radiology
Investigation of choice for evaluating solitary pulmonary nodule,Respiratory System Imaging,Radiology
Components of normal Hilar shadow,Respiratory System Imaging,Radiology
Monod sign,Respiratory System Imaging,Radiology
Water lily sign,Respiratory System Imaging,Radiology
Best X-ray view for pleural effusion,Respiratory System Imaging,Radiology
Sea shore sign in Lung USG,Respiratory System Imaging,Radiology
Causes of air bronchogram,Respiratory System Imaging,Radiology
Causes of miliary shadow,Respiratory System Imaging,Radiology
Investigation of choice for evaluation of bronchogenic carcinoma,Respiratory System Imaging,Radiology
Tree in bud sign,Respiratory System Imaging,Radiology
Signs in Lobar collapse,Respiratory System Imaging,Radiology
Kerley lines,Respiratory System Imaging,Radiology
Eggshell calcification of lymph node,Respiratory System Imaging,Radiology
Westermark sign,Respiratory System Imaging,Radiology
Signs in Bronchiectasis,Respiratory System Imaging,Radiology
Signs in Empyema,Respiratory System Imaging,Radiology
Vein of Galen Malformation,Central Nervous System Imaging,Radiology
Pseudoaneurysm of ICA,Central Nervous System Imaging,Radiology
Optic Nerve Meningioma – Appearance,Central Nervous System Imaging,Radiology
Intracranial hemorrhage – different types & appearances,Central Nervous System Imaging,Radiology
Butterfly Glioma,Central Nervous System Imaging,Radiology
Causes of Ring enhancing lesion,Central Nervous System Imaging,Radiology
X-ray skull in Raised ICT,Central Nervous System Imaging,Radiology
Craniopharyngioma – MRI,Central Nervous System Imaging,Radiology
Investigations for Cerebral Infarct,Central Nervous System Imaging,Radiology
Expansion of the contrast-filled space in myelography is seen in,Central Nervous System Imaging,Radiology
Suprasellar enlargement with calcification in children,Central Nervous System Imaging,Radiology
X-ray skull in Hyperparathyroidism,Central Nervous System Imaging,Radiology
X-ray skull in Paget’s disease,Central Nervous System Imaging,Radiology
Puff of smoke appearance,Central Nervous System Imaging,Radiology
Tumors with CSF spread,Central Nervous System Imaging,Radiology
Owl’s eye sign,Central Nervous System Imaging,Radiology
X-ray skull in Meningioma,Central Nervous System Imaging,Radiology
Normal & Abnormal intracranial calcification,Central Nervous System Imaging,Radiology
Diffuse axonal injury – MRI,Central Nervous System Imaging,Radiology
Pituitary tumors – Appearance,Central Nervous System Imaging,Radiology
CP angle tumors,Central Nervous System Imaging,Radiology
Common Posterior fossa lesions,Central Nervous System Imaging,Radiology
Neurocysticercosis,Central Nervous System Imaging,Radiology
Test to detect reversible myocardial ischemia,Cardiovascular System,Radiology
Plethoric lung fields are seen in,Cardiovascular System,Radiology
Snowman appearance on CXR,Cardiovascular System,Radiology
CT findings in Aortic dissection,Cardiovascular System,Radiology
Mickey mouse sign,Cardiovascular System,Radiology
Obliteration of right cardiac border on CXR – Causes,Cardiovascular System,Radiology
Boot shaped heart is seen in,Cardiovascular System,Radiology
Pruning of pulmonary arteries is seen in,Cardiovascular System,Radiology
Notching of ribs is seen in,Cardiovascular System,Radiology
Egg in cup heart is seen in,Cardiovascular System,Radiology
Structures forming cardiac borders on CXR,Cardiovascular System,Radiology
"ASHA – Norms, Responsibilities",Healthcare Infrastructure in In,SPM
Maximum number of female health workers at a sub-centre,Healthcare Infrastructure in In,SPM
Norms for Health Manpower,Healthcare Infrastructure in In,SPM
One eye surgeon is recommended for how many CHC,Healthcare Infrastructure in In,SPM
Number of ASHA visits after home delivery,Healthcare Infrastructure in In,SPM
Community or village health guides were selected by,Healthcare Infrastructure in In,SPM
"Urban CHC, PHC – basics",Healthcare Infrastructure in In,SPM
Selection criteria for village health guides,Healthcare Infrastructure in In,SPM
Principles of Primary Health Care,Healthcare Infrastructure in In,SPM
Elements of Primary Health Care,Healthcare Infrastructure in In,SPM
Antenatal support – Involved Manpower,Healthcare Infrastructure in In,SPM
Sub-centre vs. PHC vs. CHC,Healthcare Infrastructure in In,SPM
Levels of Healthcare System in India,Healthcare Infrastructure in In,SPM
Anganwadi worker – Basics,Healthcare Infrastructure in In,SPM
Responsibilities of Health Workers,Healthcare Infrastructure in In,SPM
Panchayati Raj – Basics,Healthcare Infrastructure in In,SPM
"Primary Health Centres – Types , Functions, Manpower norms",Healthcare Infrastructure in In,SPM
"CHC – Functions, Manpower",Healthcare Infrastructure in In,SPM
Odds Ratio,Epidemiology Principles,SPM
Incidence and Prevalence,Epidemiology Principles,SPM
Different Epidemiological Study Designs,Epidemiology Principles,SPM
Mortality and morbidity indicators,Epidemiology Principles,SPM
Transmission of Vector-Borne Diseases,Epidemiology Principles,SPM
Modes of Transmission of common Communicable Diseases,Epidemiology Principles,SPM
Incubation period for Selected Diseases,Epidemiology Principles,SPM
Definition of terms like endemic,Epidemiology Principles,SPM
Morbidity & Mortality Measurements in Epidemiology,Epidemiology Principles,SPM
"Rate, Ratio and Proportion",Epidemiology Principles,SPM
"Cohort study – design, pros cons",Analytical Epidemiology,SPM
Attributable risk – calculation,Analytical Epidemiology,SPM
Population Attributable risk – Formula,Analytical Epidemiology,SPM
"Case Control Study – Design, parameters measured, Pros and Cons",Analytical Epidemiology,SPM
Unit of observation in ecological studies,Analytical Epidemiology,SPM
Confounding Factor – Basics,Analytical Epidemiology,SPM
Relative & Absolute Risk – Risk reduction,Analytical Epidemiology,SPM
Relative Risk – Definition,Analytical Epidemiology,SPM
Types of Bias in Epidemiological Studies,Analytical Epidemiology,SPM
Ecological Study – Basics,Analytical Epidemiology,SPM
Methods to overcome Confounding,Analytical Epidemiology,SPM
Systematic and Random Errors – Basics,Analytical Epidemiology,SPM
Classification of epidemiological studies,Analytical Epidemiology,SPM
Attributable risk calculation,Analytical Epidemiology,SPM
"Matching – Types, definitions",Analytical Epidemiology,SPM
Risk Ratio,Analytical Epidemiology,SPM
Hawthorne effect,Analytical Epidemiology,SPM
Ecological Fallacy,Analytical Epidemiology,SPM
"Odds ratio – Basics, formula",Analytical Epidemiology,SPM
Maternal mortality ratio,Demography,SPM
Major contributor to demographic burden is,Demography,SPM
Carrying capacity,Demography,SPM
Vital statistics,Demography,SPM
Crude birth rate – Overview,Demography,SPM
India’s Population pyramid,Demography,SPM
Dependency ratio,Demography,SPM
General fertility rate – definition,Demography,SPM
Pregnancy wastage,Demography,SPM
Couple protection rate,Demography,SPM
Demographic Process & Cycle,Demography,SPM
Demographic overview of India,Demography,SPM
Literacy Rates,Demography,SPM
Sex ratio,Demography,SPM
Effective literacy rate,Demography,SPM
Net reproduction rate,Demography,SPM
Year of Great divide in Indian Demography,Demography,SPM
Formula for current annual growth rate of population,Demography,SPM
Potential support ratio,Demography,SPM
India – Key demographic facts,Demography,SPM
Fertility Indicators,Demography,SPM
India’s phase of Population growth,Demography,SPM
Anti-larval measures,Entomology,SPM
Mosquitoes that breed in dirty water,Entomology,SPM
Pesticide Toxicity Labels,Entomology,SPM
Lice,Entomology,SPM
Organo-phosphate insecticide,Entomology,SPM
Mosquito Control Measures,Entomology,SPM
Arthropod-borne Diseases – Overview,Entomology,SPM
Insecticides,Entomology,SPM
Best approach to the control of arthropods,Entomology,SPM
Sandfly,Entomology,SPM
Ticks,Entomology,SPM
Diseases caused by Mosquitoes,Entomology,SPM
Arthropod-borne Diseases – Agents & Vectors,Entomology,SPM
Ottawa chapter for health promotion,Health Indicators,SPM
Best indicator of Health services,Health Indicators,SPM
Concept of Positive health,Health Indicators,SPM
Biomedical concept of disease,Health Indicators,SPM
Mortality and Morbidity Indicators,Health Indicators,SPM
Various utilisation rates,Health Indicators,SPM
Socioeconomic determinant of health,Health Indicators,SPM
WHO definition of health,Health Indicators,SPM
HALE indicator,Health Indicators,SPM
Human Poverty index,Health Indicators,SPM
Sullivan’s index,Health Indicators,SPM
Standard of living – WHO definition,Health Indicators,SPM
HDI vs PQLI,Health Indicators,SPM
Socioeconomic indicators of health,Health Indicators,SPM
Measures of disease burden,Health Indicators,SPM
DALY vs QALY,Health Indicators,SPM
Cholera Vaccines – Overview,Intestinal Infections,SPM
Carriers in Cholera,Intestinal Infections,SPM
Chandlers index,Intestinal Infections,SPM
ReSoMal – composition,Intestinal Infections,SPM
Ty21a vaccine – Indications,Intestinal Infections,SPM
Example of disability limitation for polio,Intestinal Infections,SPM
Assessment and Rx of Diarrhea,Intestinal Infections,SPM
Typhoid Carriers – Overview,Intestinal Infections,SPM
Assessment of dehydration,Intestinal Infections,SPM
IV rehydration – overview,Intestinal Infections,SPM
Dracunculiasis – Overview,Intestinal Infections,SPM
Rx for Cholera,Intestinal Infections,SPM
Disinfectant for Cholera stool,Intestinal Infections,SPM
Overview of Hepatitis viruses,Intestinal Infections,SPM
Cholera vs Shigella – Clinical features,Intestinal Infections,SPM
Rotavirus Vaccine – Overview,Intestinal Infections,SPM
HBsAg postivity in Pregnancy,Intestinal Infections,SPM
Alternatives for ORS,Intestinal Infections,SPM
Serologic Patterns in Hepatitis B infection,Intestinal Infections,SPM
Tackling a Cholera outbreak,Intestinal Infections,SPM
International Health Regulations for the notification of Cholera,Intestinal Infections,SPM
HCV Screening – Overview,Intestinal Infections,SPM
DOC for Chemoprophylaxis of cholera,Intestinal Infections,SPM
Measures for Cholera control,Intestinal Infections,SPM
Assessment of rehydration,Intestinal Infections,SPM
"ORS – Overview, Guidelines",Intestinal Infections,SPM
Rotavirus – Overview,Intestinal Infections,SPM
Vaccination for Biomedical workers,Biomedical Waste Management,SPM
Blood bag disposal,Biomedical Waste Management,SPM
Blood bag disposal,Biomedical Waste Management,SPM
Sharp waste disposal,Biomedical Waste Management,SPM
Waste that cannot be incinerated,Biomedical Waste Management,SPM
Chemical waste disposal,Biomedical Waste Management,SPM
"Biomedical waste segregation, disposal",Biomedical Waste Management,SPM
Disposal of PPE,Biomedical Waste Management,SPM
Inertization,Biomedical Waste Management,SPM
Cytotoxic waste symbol,Biomedical Waste Management,SPM
Incineration overview,Biomedical Waste Management,SPM
Common Biomedical Treatment Facility,Biomedical Waste Management,SPM
"Hazardous waste – Definition, proportion",Biomedical Waste Management,SPM
Low-heat vs High-heat sustem for disposal,Biomedical Waste Management,SPM
Surgical instruments are sterilized by,Disinfection & Sterilization,SPM
Oils and powders can be sterilized by,Disinfection & Sterilization,SPM
Handling Blood spill,Disinfection & Sterilization,SPM
Methods of Sterilization and Disinfection,Disinfection & Sterilization,SPM
Rideal-Walker coefficient,Disinfection & Sterilization,SPM
Sputum can be disinfected by,Disinfection & Sterilization,SPM
Glass can be sterilized by,Disinfection & Sterilization,SPM
Efficiency of sterilization by autoclaving,Disinfection & Sterilization,SPM
Endoscopes are sterilized by,Disinfection & Sterilization,SPM
Spaulding Classification,Disinfection & Sterilization,SPM
Example of precurrent disinfection,Disinfection & Sterilization,SPM
Temperatures in Disinfection,Disinfection & Sterilization,SPM
Ethylene oxide – Overview,Disinfection & Sterilization,SPM
Anti-viral agents,Disinfection & Sterilization,SPM
Methods of dry heat sterilization,Disinfection & Sterilization,SPM
Low-level & High-level disinfectants,Disinfection & Sterilization,SPM
Sporicidal agents,Disinfection & Sterilization,SPM
Autoclave – Overview,Disinfection & Sterilization,SPM
Billings method of contraception,Family Planning,SPM
MC complaint of IUD,Family Planning,SPM
Services under Family planning,Family Planning,SPM
Contraindication for IUD,Family Planning,SPM
OCP – Benefits & ADRs,Family Planning,SPM
Pearl index,Family Planning,SPM
Ideal candidate for IUD,Family Planning,SPM
Risk of genetic diseases in consanguineous marriage between first cousins,Family Planning,SPM
IUD classification & examples,Family Planning,SPM
Contraindication for OCP,Family Planning,SPM
"IUD – Overview ( Composition, Duration of action )",Family Planning,SPM
Eligibility for Male sterilization,Family Planning,SPM
Couple protection rate,Family Planning,SPM
KAP studies,Experimental Epidemiology,SPM
Steps of a Systematic Review,Experimental Epidemiology,SPM
