subject_name,topic_name,sub_topic_name
Pharmacology,Parasympathomimetics,OPC poisoning – Features and Rx
Pharmacology,Parasympathomimetics,Ameliorative test for myasthenia gravis
Pharmacology,Parasympathomimetics,Common OPC poisons
Pharmacology,Parasympathomimetics,Mechanism of action of pralidoxime
Pharmacology,Parasympathomimetics,MOA of neostigmine
Pharmacology,Parasympathomimetics,Rx of myasthenia gravis
Pharmacology,Parasympathomimetics,Ach – Overview
Pharmacology,Parasympathomimetics,Botulinum toxin – MOA
Pharmacology,Antiarrhythmic Drugs,Antiarrhythmic drug contraindicated in a patient with interstitial lung disease
Pharmacology,Antiarrhythmic Drugs,Treatment of PSVT by suppressing AV node conduction
Pharmacology,Antiarrhythmic Drugs,Anti-arrhythmic drugs
Pharmacology,Antiarrhythmic Drugs,Drug of choice for termination of PSVT is
Pharmacology,Antiarrhythmic Drugs,Chronic amiodarone therapy
Pharmacology,Antiarrhythmic Drugs,Adverse effects of amiodarone
Pharmacology,Antiarrhythmic Drugs,Drugs causing QT prolongation and torsades de pointes
Pharmacology,Antiarrhythmic Drugs,Atrial arrhythmias
Pharmacology,Antiarrhythmic Drugs,Blue man syndrome
Pharmacology,Antiarrhythmic Drugs,Congenital Long QT syndromes – Rx
Pharmacology,Antiarrhythmic Drugs,Lignocaine
Pharmacology,Antiarrhythmic Drugs,Amiodarone MOA
Pharmacology,Pharmacodynamics,Drugs which need Therapeutic Drug Monitoring (TDM)
Pharmacology,Pharmacodynamics,Therapeutic index
Pharmacology,Pharmacodynamics,Classification of Hormones by Mechanism of Action
Pharmacology,Pharmacodynamics,Example for GPCR receptor
Pharmacology,Pharmacodynamics,Diamox
Pharmacology,Pharmacodynamics,GPCR not acting via K channel is?
Pharmacology,Pharmacodynamics,"Potency, efficacy, antagonsim graphs"
Pharmacology,Pharmacodynamics,Dose-response curve
Pharmacology,Pharmacodynamics,Therapeutic window
Pharmacology,Pharmacodynamics,Pharmacogenetics
Pharmacology,Pharmacodynamics,Competitive antagonism
Pharmacology,Sympatholytics,Propranolol is drug of choice for
Pharmacology,Sympatholytics,Third generation beta blocker that does not antagonize alpha 1 receptor
Pharmacology,Sympatholytics,Selective alpha 2 receptor antagonist is
Pharmacology,Sympatholytics,Esmolol indications
Pharmacology,Sympatholytics,Therapeutic uses of prazosin
Pharmacology,Sympatholytics,Cardioselective beta blockers
Pharmacology,Sympatholytics,Beta blockers that can be used in renal failure
Pharmacology,Sympatholytics,Silodosin
Pharmacology,Sympatholytics,Prazosin
Pharmacology,Sympatholytics,Phenoxybenzamine
Pharmacology,Anti-Anginal Drugs,Coronary steal phenomenon
Pharmacology,Anti-Anginal Drugs,Mechanism of Anti-Anginal drugs
Pharmacology,Anti-Anginal Drugs,Nitrate drug interactions
Pharmacology,Anti-Anginal Drugs,Nitrate in Prinzmetal Angina – MOA
Pharmacology,Anti-Anginal Drugs,Amyl nitrite route of administration
Pharmacology,Anti-Anginal Drugs,"CCB – Mechanism, ADRs"
Pharmacology,Anti-Anginal Drugs,"b-blockers – Mechanism, ADRs"
Pharmacology,Anti-Anginal Drugs,Type of CCBs
Pharmacology,Sympathomimetics,Adverse effects of beta 2 agonists
Pharmacology,Sympathomimetics,Fenoldopam
Pharmacology,Sympathomimetics,Dose of epinephrine in anaphylactic shock
Pharmacology,Sympathomimetics,Ritodrine
Pharmacology,Sympathomimetics,Drugs for detrusor instability
Pharmacology,Sympathomimetics,Clonidine
Pharmacology,Sympathomimetics,Dobutamine
Pharmacology,Sympathomimetics,Vasomotor reversal of Dale
Pharmacology,Sympathomimetics,ADRs of Adrenergic drugs
Pharmacology,Sympathomimetics,Adrenergic drug and receptors
Pharmacology,Inhibitors of Cell Wall Synthesis,CIostridium difficile associated diarrhea is mostly due to
Pharmacology,Inhibitors of Cell Wall Synthesis,Mechanism of resistance by lactamases​
Pharmacology,Inhibitors of Cell Wall Synthesis,MOA of vancomycin
Pharmacology,Inhibitors of Cell Wall Synthesis,Drug effective against ESBL
Pharmacology,Inhibitors of Cell Wall Synthesis,Carbapenem causing seizures
Pharmacology,Inhibitors of Cell Wall Synthesis,Penicillin G – Clinical uses
Pharmacology,Inhibitors of Cell Wall Synthesis,Cilastatin is administered to prolong the action of
Pharmacology,Inhibitors of Cell Wall Synthesis,Beta-lactamase – Overview and inhibitors
Pharmacology,Inhibitors of Cell Wall Synthesis,Drugs and their antimicrobial spectrum
Pharmacology,Inhibitors of Cell Wall Synthesis,Classification of cephalosporins
Pharmacology,Inhibitors of Cell Wall Synthesis,Oral Penicillins
Pharmacology,Inhibitors of Cell Wall Synthesis,Carbenicillin – Overview
Pharmacology,Inhibitors of Cell Wall Synthesis,Role of Adjuvant drugs – like Probenecid
Pharmacology,Inhibitors of Cell Wall Synthesis,Vancomycin – Overview
Pharmacology,Inhibitors of Cell Wall Synthesis,Cephalosporins – Spectrum of action
Pharmacology,Inhibitors of Cell Wall Synthesis,Jarisch-Herxheimer reaction
Pharmacology,Inhibitors of Cell Wall Synthesis,Extended spectrum penicillins
Pharmacology,Inhibitors of Cell Wall Synthesis,Penicillin-binding proteins
Pharmacology,Antiepileptics,Drugs used in Absence Seizures
Pharmacology,Antiepileptics,Rx for Myoclonic seizures
Pharmacology,Antiepileptics,Levetiracetam
Pharmacology,Antiepileptics,Oxcarbazepine – Overview
Pharmacology,Antiepileptics,Phenytoin – ADRs
Pharmacology,Antiepileptics,Carbamazepine – Drug Interaction
Pharmacology,Antiepileptics,Drugs for Trigeminal Neuralgia
Pharmacology,Antiepileptics,Antiepileptic drug is associated with permanent visual loss
Pharmacology,Antiepileptics,First line treatment for infantile spasms
Pharmacology,Antiepileptics,Carbamazepine – Overview
Pharmacology,Antiepileptics,Carbamazepine – ADR
Pharmacology,Antiepileptics,Valproate – ADRs
Pharmacology,Antiepileptics,NMDA antagonist used in epilepsy
Pharmacology,Antiepileptics,Drug used in intractable rheumatic chorea
Pharmacology,Antiepileptics,infantile spasms
Pharmacology,Antiepileptics,Enzyme induction and inhibition by Antiepileptics
Pharmacology,Antiepileptics,First-line Agents in common Seizures
Pharmacology,Antiepileptics,Fetal hydantoin syndrome
Pharmacology,Antiepileptics,Therapeutic Monitoring
Pharmacology,Antiepileptics,Phenytoin – MOA
Physiology,Motor Physiology,Decortication – Overview
Physiology,Motor Physiology,Receptor for inverse stretch reflex
Physiology,Motor Physiology,Withdrawal reflexes – overview
Physiology,Motor Physiology,Skilled voluntary movement is initiated by
Physiology,Motor Physiology,Decerebration – Overview
Physiology,Motor Physiology,Extrapyramidal tracts – list
Physiology,Motor Physiology,Motor supply to muscle spindle is
Physiology,Motor Physiology,Destruction of anterior cerebellum in a decerebrate animal leads to
Physiology,Motor Physiology,Muscle tone is maintained by
Physiology,Motor Physiology,Pathways in Posture maintenance
Physiology,Motor Physiology,Homunculus – Overview
Physiology,Motor Physiology,Brodmann areas
Physiology,Motor Physiology,Golgi tendon organ – Overview
Physiology,Motor Physiology,Muscle spindles – Overview
Physiology,Motor Physiology,Nuclear bag & Nuclear chain fibres
Physiology,Motor Physiology,Muscle physiologic anatomy
Physiology,Motor Physiology,Features of Motor Neuron Lesions
Physiology,Motor Physiology,Postural Reflexes and Centres
Physiology,Motor Physiology,Corticospinal tract – Overview
Physiology,Motor Physiology,Inverse stretch reflex – Overview
Physiology,Muscle Physiology,Intercalated discs
Physiology,Muscle Physiology,Function of the Golgi tendon organ
Physiology,Muscle Physiology,Dystrophin-glycoprotein complex
Physiology,Muscle Physiology,Human cardiac muscle
Physiology,Muscle Physiology,Myosin head detaches from actin by which of the following mechanism?
Physiology,Muscle Physiology,Tetanizing frequency
Physiology,Muscle Physiology,"In a 100-m dash, energy is derived from"
Physiology,Muscle Physiology,Active tension in a muscle depends upon
Physiology,Muscle Physiology,"Protein present in skeletal muscles, but absent in a smooth muscle"
Physiology,Muscle Physiology,Tetanic contraction is due to
Physiology,Muscle Physiology,Myosin filament – features
Physiology,Muscle Physiology,Role of Calcium – Overview
Physiology,Muscle Physiology,Calmodulin
Physiology,Muscle Physiology,Phases of cardiac action potential
Physiology,Muscle Physiology,Types of Muscle fibers
Physiology,Muscle Physiology,Types of Smooth Muscles
Physiology,Muscle Physiology,Chemical Events during Muscle Contraction
Physiology,Muscle Physiology,Excitation-contraction coupling
Physiology,Muscle Physiology,Sarcomere Overview
Physiology,Muscle Physiology,Starling Law
Physiology,Muscle Physiology,Thin Filaments in Sarcomere
Physiology,Muscle Physiology,Regulatory muscle protein
Physiology,Muscle Physiology,Thick filament – Overview
Physiology,Muscle Physiology,Structures of muscle fibre
Physiology,Muscle Physiology,Heat production in muscle
Physiology,Male Reproductive System,Testosterone production is mainly contributed by
Physiology,Male Reproductive System,Prostaglandins in semen are secreted by
Physiology,Male Reproductive System,Capacitation of sperm takes place in
Physiology,Male Reproductive System,Spermatogenesis is maintained by which hormone?
Physiology,Male Reproductive System,"In men, LH controls secretion of ?"
Physiology,Male Reproductive System,Development of spermatozoa from spermatogonium takes how much time?
Physiology,Male Reproductive System,Sperm motility is increased by
Physiology,Male Reproductive System,Sperm acquires motility in
Physiology,Male Reproductive System,Composition of human semen
Physiology,Male Reproductive System,Biosynthesis Pathway for Androgen Synthesis
Physiology,Male Reproductive System,Functions of Sertoli cells
Physiology,Male Reproductive System,Spermiogenesis
Physiology,Membrane Potentials,Resting membrane potential (RMP) in tissues
Physiology,Membrane Potentials,Most diffusible ion in excitable tissue is
Physiology,Membrane Potentials,The most positive equilibrium potential is for
Physiology,Membrane Potentials,Nernst potential for different ions for spinal motor neurons
Physiology,Membrane Potentials,Effect of extracellular Na+ on RMP.?
Physiology,Membrane Potentials,What is the threshold potential of SA node?
Physiology,Membrane Potentials,Equilibrium potential for an ion is calculated using
Physiology,Membrane Potentials,Voltage-Gated Sodium Channels
Physiology,Membrane Potentials,Effect of extracellular K+ on RMP
Physiology,Membrane Potentials,Goldman-Hodgkin-Katz equation
Physiology,Membrane Potentials,Diffusion potential
Physiology,Membrane Potentials,Gibbs-Donan equilibrium
Physiology,Membrane Potentials,Techniques used to study the current flow across single ion channel
Physiology,Higher Mental Functions,Prosopagnosia is
Physiology,Higher Mental Functions,Stages of Arousal and Sleep
Physiology,Higher Mental Functions,Sleep Centres
Physiology,Higher Mental Functions,Brodmann areas
Physiology,Higher Mental Functions,Type of potentiation in hippocampus is
Physiology,Higher Mental Functions,CNS deficits and site of lesions
Physiology,Higher Mental Functions,Test for immediate memory
Physiology,Higher Mental Functions,NREM vs REM Sleep
Physiology,Higher Mental Functions,Reticular Activating System
Physiology,Higher Mental Functions,Frontal lobe syndrome
Physiology,Higher Mental Functions,Neurochemical changes in Sleep-Wake Cycle
Physiology,Higher Mental Functions,Synaptic plasticity and learning
Physiology,Higher Mental Functions,Melatonin
Physiology,Higher Mental Functions,Aphasias
Physiology,Higher Mental Functions,EEG Waves
Physiology,Nerve Physiology,Biphasic Action Potential
Physiology,Nerve Physiology,Relative susceptibility of nerve fibres to conduction block
Physiology,Nerve Physiology,Classification of sensory nerve fibers
Physiology,Nerve Physiology,Puffer fish poisoning
Physiology,Nerve Physiology,Accomodation in nerve physiology
Physiology,Nerve Physiology,Axonal transport
Physiology,Nerve Physiology,Wallerian degeneration
Physiology,Nerve Physiology,Glial cells
Physiology,Nerve Physiology,Absolute and relative refractory period
Physiology,Nerve Physiology,Classification of neurons
Physiology,Cardiac Output,Dicrotic notch is caused by
Physiology,Cardiac Output,Cardiac cycle
Physiology,Cardiac Output,Cardiac index
Physiology,Cardiac Output,Waves of JVP
Physiology,Cardiac Output,Heart sounds
Physiology,Cardiac Output,Stroke volume
Physiology,Cardiac Output,Starling’s law
Physiology,Cardiac Output,Ejection fraction
Physiology,Cardiac Output,Measurement of cardiac output
Physiology,Cardiac Output,Duration of cardiac Cycle
Physiology,Cardiac Output,Events of the Cardiac Cycle
Physiology,Cardiac Output,Factors affecting cardiac output
Physiology,Special Senses,Mitral cells are seen in
Physiology,Special Senses,Which form of vitamin A combines with opsin to make rhodopsin?
Physiology,Special Senses,Rod receptor potential vs surface receptors
Physiology,Special Senses,Lesions in the optic pathway
Physiology,Special Senses,Umami taste is evoked by
Physiology,Special Senses,Initiation of visual impulse is associated with
Physiology,Special Senses,Order of neurons in the visual pathway
Physiology,Special Senses,Parvocellular pathway
Physiology,Special Senses,Features of Photoreceptors
Physiology,Special Senses,Central Auditory Pathway
Physiology,Special Senses,Differences between Rods and Cones
Physiology,Special Senses,Layers of Retina
Physiology,Special Senses,Amacrine cells
Physiology,Body Fluids,Plasma proteins and osmolarity
Physiology,Body Fluids,Insensible loss per day
Physiology,Body Fluids,What percentage of the bodyweight is water
Physiology,Body Fluids,Extracellular fluid vs Intracellular fluid
Physiology,Body Fluids,Normal osmolarity of plasma
Physiology,Body Fluids,Body Fluid Compartments
Physiology,Gaseous Transport,Haldane Effect
Physiology,Gaseous Transport,Bohr effect
Physiology,Gaseous Transport,Partial Pressure of various Gases in various parts of the Respiratory System
Physiology,Gaseous Transport,Oxygen-Hb dissociation curve
Physiology,Gaseous Transport,"Factors affecting 2,3 -DPG"
Physiology,Gaseous Transport,Chloride shift
Physiology,Gaseous Transport,Boyle’s law
Physiology,Gaseous Transport,Diffusion across the alveolocapillary membrane
Physiology,Respiratory Physiology,Where is oxygen therapy most beneficial.?
Physiology,Respiratory Physiology,Hering-Breuer reflexes
Physiology,Respiratory Physiology,Respiratory Centres – Overview
Physiology,Respiratory Physiology,Pneumotaxic center – function
Physiology,Respiratory Physiology,Calculate the alveolar ventilation
Physiology,Respiratory Physiology,PFT in restrictive disease
Physiology,Respiratory Physiology,Surfactant secreted by.?
Physiology,Respiratory Physiology,Flow-volume graph – Overview
Physiology,Respiratory Physiology,Altitude sickness – Rx
Physiology,Respiratory Physiology,Brainstem Transection – Levels & Consequences
Physiology,Respiratory Physiology,Decompression sickness is seen in
Physiology,Respiratory Physiology,Respiratory distress syndrome is due to
Physiology,Respiratory Physiology,Calculation of Compliance
Physiology,Respiratory Physiology,Types of compliance
Physiology,Respiratory Physiology,Lung Compliance – Overview
Physiology,Respiratory Physiology,J receptor – function
Physiology,Respiratory Physiology,Spirometry can measure all except
Physiology,Respiratory Physiology,Intrapleural pressure – dynamics
Physiology,Respiratory Physiology,Pre-Botzinger complex
Physiology,Respiratory Physiology,Va/Q = infinity means
Physiology,Respiratory Physiology,VQ ratio – Overview
Physiology,Respiratory Physiology,Nitrogen narcosis is due to
Physiology,Respiratory Physiology,Surfactant – Overview
Physiology,Respiratory Physiology,Waterfall effect
Physiology,Respiratory Physiology,Closing volume of the lung
Physiology,Respiratory Physiology,Single breath nitrogen method is used for measuring
Physiology,Respiratory Physiology,Chemoreceptors in Respiration
Physiology,Respiratory Physiology,Lung volumes and capacities
Physiology,Respiratory Physiology,Physiological shunt
Physiology,Respiratory Physiology,"Dead space – Definitions, types"
Physiology,Respiratory Physiology,Transpulmonary pressure
Physiology,Respiratory Physiology,Respiratory adaptations in Exercise
Physiology,Respiratory Physiology,Cyanosis
Physiology,Respiratory Physiology,Different types of Hypoxia
Physiology,Respiratory Physiology,Work of breathing – Overview
Physiology,Respiratory Physiology,Bronchial innervation
Physiology,Respiratory Physiology,Diffusion capacity of Lung for CO
Physiology,Respiratory Physiology,Tracheobronchial Tree – Overview
Physiology,Respiratory Physiology,Airway resistance
Physiology,Respiratory Physiology,Cheyne-Stokes breathing
Physiology,Respiratory Physiology,Changes in Emphysema
Physiology,Respiratory Physiology,Oxygen dissociation curve – Overview
Physiology,Respiratory Physiology,Ventilation-Perfusion Imbalance
Physiology,Respiratory Physiology,Alveolar gas equation
Physiology,Respiratory Physiology,Muscles of Respiration
Physiology,Respiratory Physiology,Central and Peripheral Chemoreceptors – Overview
Physiology,Respiratory Physiology,Lung & ACE
Physiology,Respiratory Physiology,Acclimatization – Overview
Physiology,Respiratory Physiology,Hysteresis -Overview
Psychiatry,Mood Disorders,Dysthymia – Clinical Features
Psychiatry,Mood Disorders,Pseudodementia
Psychiatry,Mood Disorders,Grief vs Depression
Psychiatry,Mood Disorders,Psychotic disorders – Overview
Psychiatry,Mood Disorders,Mania Vs Hypomania
Psychiatry,Mood Disorders,Rx of Postpartum blues
Psychiatry,Mood Disorders,Postpartum mood disorders
Psychiatry,Mood Disorders,Phototherapy in Mood disorder
Psychiatry,Mood Disorders,Diagnostic criteria for depression
Psychiatry,Mood Disorders,Features of melancholia
Psychiatry,Mood Disorders,Anti-suicidal mood stabilizer
Psychiatry,Mood Disorders,ECT
Psychiatry,Mood Disorders,Double depression
Psychiatry,Mood Disorders,Bipolar disorders
Psychiatry,Mood Disorders,Rx of depression – Overview
Psychiatry,Mood Disorders,Neurotransmitters in psychiatry
Psychiatry,Mood Disorders,Rx of acute manic episode
Psychiatry,Mood Disorders,Diagnostic criteria for major depressive disorder
Psychiatry,Mood Disorders,Postpartum psychosis
Psychiatry,Sleep Disorders,Narcolepsy – Overview
Psychiatry,Sleep Disorders,Normal EEG in Sleep
Psychiatry,Sleep Disorders,Stages of Arousal and Sleep
Psychiatry,Sleep Disorders,Restless legs syndrome – Overview
Psychiatry,Sleep Disorders,Hypnogram – Overview
Psychiatry,Sleep Disorders,Events occurring in NREM and REM sleep
Psychiatry,Sleep Disorders,Phases of sleep – Overview
Psychiatry,Sleep Disorders,Somnambulism – Overview
Psychiatry,Sleep Disorders,Polysomnography
Psychiatry,Sleep Disorders,DSM-5 criteria for Insomnia Disorder
Psychiatry,Sleep Disorders,Sleep apnea – Overview
Psychiatry,Sleep Disorders,Night terrors – Overview
Psychiatry,Substance Abuse,Cocaine addiction – Symptoms & Signs
Psychiatry,Substance Abuse,Flashback phenomenon
Psychiatry,Substance Abuse,MC substance abused in India
Psychiatry,Substance Abuse,Anti-smoking agent
Psychiatry,Substance Abuse,Rave drug
Psychiatry,Substance Abuse,Opioid Withdrawal symptoms
Psychiatry,Substance Abuse,Criteria for substance use disorder
Psychiatry,Substance Abuse,LSD – Overview
Psychiatry,Substance Abuse,Cannabis dependence – Symptoms & signs
Psychiatry,Substance Abuse,Korsakoff’s psychosis
Psychiatry,Substance Abuse,Date rape drugs
Psychiatry,Substance Abuse,Wernicke’s encephalopathy
Psychiatry,Substance Abuse,Alcohol Withdrawal
Radiology,Radiotherapy,SI units for radiation
Radiology,Radiotherapy,Radioiodine uptake of thyroid gland
Radiology,Radiotherapy,Personnel monitoring of radiation
Radiology,Radiotherapy,4R’s of Radiotherapy
Radiology,Radiotherapy,Radiosensitive and Radioresistant Tumors
Radiology,Radiotherapy,Ionising and Penetrating ability of radiation
Radiology,Radiotherapy,Radioprotectors
Radiology,Radiotherapy,Half life of radio-isotopes
Radiology,Musculoskeletal System,SCIWORA is seen in
Radiology,Musculoskeletal System,Cause of bone within bone appearance on radiograph
Radiology,Musculoskeletal System,Empty thecal sac sign on MRI is seen in
Radiology,Musculoskeletal System,Onion peel appearance
Radiology,Musculoskeletal System,Achondroplasia X ray
Radiology,Musculoskeletal System,Causes of Doughnut sign during radiotracer uptake
Radiology,Musculoskeletal System,Dense zone of calcification at growing metaphysis seen in scurvy is
Radiology,Musculoskeletal System,Findings seen in Achondroplasia
Radiology,Musculoskeletal System,Volar Barton’s fracture xray
Radiology,Musculoskeletal System,Radiological features of hyperparathyroidism
Radiology,Musculoskeletal System,Supracondylar fracture of humerus.
Radiology,Musculoskeletal System,Synthesis of collagen and its disorders
Radiology,Musculoskeletal System,Disorders of Mucopolysaccharide Metabolism
Radiology,Musculoskeletal System,Radiological features of osteogenesis imperfecta
Radiology,Nuclear Medicine,Nuclear scan used for the detection of Meckel’s diverticulum
Radiology,Nuclear Medicine,Uses of DMSA scan
Radiology,Nuclear Medicine,Areas of Normal physiological uptake in PET CT
Radiology,Nuclear Medicine,Compounds are used in PET scan
Radiology,Nuclear Medicine,Tc HMPAO SPECT is used for
Radiology,Nuclear Medicine,PET stands for
Radiology,Nuclear Medicine,Isotopes used for thyroid imaging
Radiology,Nuclear Medicine,Renal function is best assessed by
Radiology,Nuclear Medicine,Technetium-99m OVERVIEW
Radiology,Nuclear Medicine,99mTc labelled heat-denatured RBC’s are used for
Radiology,Nuclear Medicine,Radionuclide agents and its uses
Radiology,Obstetrics and Gynaecology Imaging,T sign is seen in
Radiology,Obstetrics and Gynaecology Imaging,Important radiological signs in OBG
Radiology,Obstetrics and Gynaecology Imaging,Gestational sac can be detected on USG as earliest at
Radiology,Obstetrics and Gynaecology Imaging,Organs which is most radiosensitive in the pelvic region
Radiology,Obstetrics and Gynaecology Imaging,Hysterosalpingography Image
Radiology,Obstetrics and Gynaecology Imaging,The investigation of choice in congenital uterine anomaly is
Radiology,Obstetrics and Gynaecology Imaging,Anencephaly can be diagnosed by USG as early as
Radiology,Obstetrics and Gynaecology Imaging,Molar pregnancy is best diagnosed by
Radiology,Obstetrics and Gynaecology Imaging,Unicornuate uterus on HSG
Radiology,Obstetrics and Gynaecology Imaging,Transvaginal USG
Radiology,Gastrointestinal Imaging,Double bubble sign
Radiology,Gastrointestinal Imaging,Corkscrew appearance of the esophagus
Radiology,Gastrointestinal Imaging,Lead pipe appearance
Radiology,Gastrointestinal Imaging,FAST / e-FAST
Radiology,Gastrointestinal Imaging,Linear filling defect on ERCP
Radiology,Gastrointestinal Imaging,Double track sign
Radiology,Gastrointestinal Imaging,Hepatic adenoma
Radiology,Gastrointestinal Imaging,Nutcracker syndrome
Radiology,Gastrointestinal Imaging,Types of Barium studies
Radiology,Gastrointestinal Imaging,Ileocaecal TB – Appearance
Radiology,Gastrointestinal Imaging,Pneumoperitoneum
Radiology,Gastrointestinal Imaging,Mercedes Benz sign
Radiology,Gastrointestinal Imaging,Carman meniscus sign
Radiology,Gastrointestinal Imaging,Colon cut off sign
Radiology,Gastrointestinal Imaging,Congenital hypertrophic pyloric stenosis
Radiology,Gastrointestinal Imaging,Dye used for the diagnosis of esophageal perforation
Radiology,Gastrointestinal Imaging,Ideal modality for T staging
Radiology,Gastrointestinal Imaging,Barium Swallow – CA Esophagus
Radiology,Gastrointestinal Imaging,Feline oesophagus
Radiology,Gastrointestinal Imaging,Pseudomembranous colitis – CT appearance
Radiology,Gastrointestinal Imaging,Zenker’s diverticulum
Radiology,Gastrointestinal Imaging,Sigmoid Volvulus – Appearance
Radiology,Gastrointestinal Imaging,Radiology in Acute Pacreatitis
Radiology,Gastrointestinal Imaging,Esophageal webs
Radiology,Gastrointestinal Imaging,Central dot sign
Radiology,Gastrointestinal Imaging,Crohn’s & UC – Radiological findings
Radiology,Gastrointestinal Imaging,Intussusception – Appearance
Radiology,Gastrointestinal Imaging,Serous cystadenoma of pancreas – Appearance
Radiology,Gastrointestinal Imaging,Double duct sign
Radiology,Fundamentals of Radiology,Iodinated contrast – Overview
Radiology,Fundamentals of Radiology,Contrast materials – Overview
Radiology,Fundamentals of Radiology,Investigation of choice for acute head injury
Radiology,Fundamentals of Radiology,Echogenicity of common structures
Radiology,Fundamentals of Radiology,Contraindications for MRI
Radiology,Fundamentals of Radiology,Production of X-rays
Radiology,Fundamentals of Radiology,Investigation of choice for lactating female with a painful lump
Radiology,Fundamentals of Radiology,Ionizing radiations
Radiology,Fundamentals of Radiology,Bragg peak
Radiology,Fundamentals of Radiology,Risk factor for contrast induced nephropathy
Radiology,Fundamentals of Radiology,Magnetic field measured in
Radiology,Fundamentals of Radiology,Doppler scan – Basics
Radiology,Fundamentals of Radiology,X-ray artefact
Radiology,Fundamentals of Radiology,Faraday cage
Radiology,Fundamentals of Radiology,Cardiac CT – done in which phase of Cardiac cycle
Radiology,Fundamentals of Radiology,Hounsfield unit depends on
Radiology,Fundamentals of Radiology,Spiral CT is based on technology called as
Radiology,Fundamentals of Radiology,HU values of important tissues
Radiology,Fundamentals of Radiology,Penetrating power of the X-rays can be increased by
Radiology,Fundamentals of Radiology,USG – principle
Radiology,Fundamentals of Radiology,Best investigation for pulmonary embolism
Radiology,Fundamentals of Radiology,Linguine sign on breast MRI
Radiology,Fundamentals of Radiology,X-ray film – Basics
Radiology,Fundamentals of Radiology,Photo-electric effect
Radiology,Fundamentals of Radiology,X-ray shielding materials
Radiology,Fundamentals of Radiology,BIRADS – overview
Radiology,Fundamentals of Radiology,T1 vs T2 MRI
Radiology,Fundamentals of Radiology,Diffusion weighted MRI
Radiology,Fundamentals of Radiology,MR Spectroscopy – Basics
Radiology,Fundamentals of Radiology,USG Modes
Radiology,Respiratory System Imaging,Popcorn calcification is characteristically seen in
Radiology,Respiratory System Imaging,Causes of opaque hemithorax
Radiology,Respiratory System Imaging,Barcode sign in USG is seen in
Radiology,Respiratory System Imaging,Uses of lordotic view
Radiology,Respiratory System Imaging,X ray in Pneumothorax
Radiology,Respiratory System Imaging,Batwing appearance is seen in
Radiology,Respiratory System Imaging,Radiological features of Sarcoidosis
Radiology,Respiratory System Imaging,Causes of hypertranslucent hemi thorax
Radiology,Respiratory System Imaging,Panda sign in Gallium scan is seen in
Radiology,Respiratory System Imaging,Best view in chest X-ray
Radiology,Respiratory System Imaging,Investigation of choice for interstitial lung disease
Radiology,Respiratory System Imaging,Investigation of choice for evaluating solitary pulmonary nodule
Radiology,Respiratory System Imaging,Components of normal Hilar shadow
Radiology,Respiratory System Imaging,Monod sign
Radiology,Respiratory System Imaging,Water lily sign
Radiology,Respiratory System Imaging,Best X-ray view for pleural effusion
Radiology,Respiratory System Imaging,Sea shore sign in Lung USG
Radiology,Respiratory System Imaging,Causes of air bronchogram
Radiology,Respiratory System Imaging,Causes of miliary shadow
Radiology,Respiratory System Imaging,Investigation of choice for evaluation of bronchogenic carcinoma
Radiology,Respiratory System Imaging,Tree in bud sign
Radiology,Respiratory System Imaging,Signs in Lobar collapse
Radiology,Respiratory System Imaging,Kerley lines
Radiology,Respiratory System Imaging,Eggshell calcification of lymph node
Radiology,Respiratory System Imaging,Westermark sign
Radiology,Respiratory System Imaging,Signs in Bronchiectasis
Radiology,Respiratory System Imaging,Signs in Empyema
Radiology,Central Nervous System Imaging,Vein of Galen Malformation
Radiology,Central Nervous System Imaging,Pseudoaneurysm of ICA
Radiology,Central Nervous System Imaging,Optic Nerve Meningioma – Appearance
Radiology,Central Nervous System Imaging,Intracranial hemorrhage – different types & appearances
Radiology,Central Nervous System Imaging,Butterfly Glioma
Radiology,Central Nervous System Imaging,Causes of Ring enhancing lesion
Radiology,Central Nervous System Imaging,X-ray skull in Raised ICT
Radiology,Central Nervous System Imaging,Craniopharyngioma – MRI
Radiology,Central Nervous System Imaging,Investigations for Cerebral Infarct
Radiology,Central Nervous System Imaging,Expansion of the contrast-filled space in myelography is seen in
Radiology,Central Nervous System Imaging,Suprasellar enlargement with calcification in children
Radiology,Central Nervous System Imaging,X-ray skull in Hyperparathyroidism
Radiology,Central Nervous System Imaging,X-ray skull in Paget’s disease
Radiology,Central Nervous System Imaging,Puff of smoke appearance
Radiology,Central Nervous System Imaging,Tumors with CSF spread
Radiology,Central Nervous System Imaging,Owl’s eye sign
Radiology,Central Nervous System Imaging,X-ray skull in Meningioma
Radiology,Central Nervous System Imaging,Normal & Abnormal intracranial calcification
Radiology,Central Nervous System Imaging,Diffuse axonal injury – MRI
Radiology,Central Nervous System Imaging,Pituitary tumors – Appearance
Radiology,Central Nervous System Imaging,CP angle tumors
Radiology,Central Nervous System Imaging,Common Posterior fossa lesions
Radiology,Central Nervous System Imaging,Neurocysticercosis
Radiology,Cardiovascular System,Test to detect reversible myocardial ischemia
Radiology,Cardiovascular System,Plethoric lung fields are seen in
Radiology,Cardiovascular System,Snowman appearance on CXR
Radiology,Cardiovascular System,CT findings in Aortic dissection
Radiology,Cardiovascular System,Mickey mouse sign
Radiology,Cardiovascular System,Obliteration of right cardiac border on CXR – Causes
Radiology,Cardiovascular System,Boot shaped heart is seen in
